,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
213,2017,Maruti,Dzire,"67,513",1st Owner,Petrol,"₹6,20,599",Automatic,VXI AMT Automatic,Mumbai
214,2019,Hyundai,VENUE,"8,924",1st Owner,Petrol,"₹9,89,499",Manual,1.0L Turbo GDI SX(O) MT Manual,Mumbai
215,2017,Hyundai,New Elantra,"69,070",1st Owner,Diesel,"₹11,68,099",Automatic,1.6 SX AT O Automatic,Mumbai
216,2018,Hyundai,Verna,"35,363",1st Owner,Diesel,"₹10,30,799",Manual,1.6 SX (O) CRDI MT Manual,Mumbai
217,2014,Maruti,Celerio,"33,246",1st Owner,Petrol,"₹4,07,599",Manual,VXI Manual,Mumbai
218,2019,Hyundai,Elite i20,"13,240",1st Owner,Petrol,"₹7,34,099",Manual,1.2 SPORTS PLUS VTVT Manual,Mumbai
219,2018,Tata,NEXON,"18,534",1st Owner,Petrol,"₹8,59,199",Automatic,XZA + 1.2 PETROL A/T Automatic,Mumbai
220,2017,Maruti,Vitara Brezza,"70,598",1st Owner,Diesel,"₹6,25,799",Manual,LDI OPT Manual,Mumbai
221,2019,KIA,SELTOS,"12,872",1st Owner,Petrol,"₹12,03,199",Manual,HTK 1.5 PETROL Manual,Mumbai
222,2018,Volkswagen,Polo,"9,207",1st Owner,Petrol,"₹6,55,499",Manual,HIGH LINE PLUS 1.0 Manual,Mumbai
223,2014,Ford,Ecosport,"41,955",1st Owner,Petrol,"₹4,51,099",Manual,1.5 TREND TI VCT Manual,Mumbai
224,2018,Maruti,Baleno,"25,115",1st Owner,Petrol,"₹6,00,899",Manual,DELTA 1.2 K12 Manual,Mumbai
225,2016,Hyundai,Elite i20,"44,528",3rd Owner,Petrol,"₹5,40,799",Manual,ASTA 1.2 (O) Manual,Mumbai
226,2019,KIA,SELTOS,"34,292",1st Owner,Diesel,"₹16,12,099",Automatic,HTX+ AT 1.5 DIESEL Automatic,Mumbai
227,2019,KIA,SELTOS,"20,989",1st Owner,Petrol,"₹15,54,799",Automatic,GTX 1.4 GDI AT PETROL Automatic,Mumbai
228,2020,Maruti,Dzire,"15,315",1st Owner,Petrol,"₹6,62,899",Automatic,VXI AMT Automatic,Mumbai
229,2018,Ford,Ecosport,"20,282",2nd Owner,Petrol,"₹7,20,999",Manual,TREND + 1.5 TI VCT AT Manual,Mumbai
230,2017,Maruti,IGNIS,"16,256",1st Owner,Petrol,"₹5,32,899",Automatic,ZETA 1.2 K12 AMT Automatic,Mumbai
231,2017,Maruti,IGNIS,"24,753",1st Owner,Petrol,"₹5,04,599",Manual,DELTA 1.2 K12 Manual,Mumbai
232,2017,Maruti,IGNIS,"41,139",1st Owner,Petrol,"₹4,93,599",Manual,DELTA 1.2 K12 Manual,Mumbai
233,2015,Hyundai,Grand i10,"80,058",1st Owner,Petrol,"₹3,87,099",Manual,ASTA 1.2 VTVT Manual,Mumbai
234,2018,Nissan,Micra,"14,360",1st Owner,Petrol,"₹6,22,099",Automatic,XL CVT (PETROL) Automatic,Mumbai
235,2018,Maruti,Baleno,"23,172",1st Owner,Petrol,"₹6,37,699",Manual,ZETA 1.2 K12 Manual,Mumbai
236,2016,Hyundai,Elite i20,"84,580",1st Owner,Petrol,"₹5,59,999",Manual,SPORTZ 1.2 Manual,Mumbai
237,2017,Hyundai,Elite i20,"25,111",1st Owner,Petrol,"₹6,09,299",Manual,ASTA 1.2 Manual,Mumbai
238,2017,Maruti,IGNIS,"30,608",1st Owner,Petrol,"₹4,15,099",Manual,DELTA 1.2 K12 Manual,Mumbai
239,2018,Honda,City,"17,138",2nd Owner,Petrol,"₹9,83,099",Automatic,VX CVT PETROL Automatic,Mumbai
240,2012,Hyundai,i20,"31,372",1st Owner,Petrol,"₹3,97,199",Manual,MAGNA O 1.2 Manual,Mumbai
241,2015,Honda,Brio,"41,406",1st Owner,Petrol,"₹3,58,199",Manual,1.2 S MT I VTEC Manual,Mumbai
242,2018,Hyundai,Elite i20,"10,222",1st Owner,Petrol,"₹7,72,099",,ASTA 1.2 AT,Mumbai
243,2017,Maruti,Baleno,"19,149",1st Owner,Petrol,"₹5,87,199",Manual,DELTA 1.2 K12 Manual,Mumbai
244,2020,MG,HECTOR,"9,047",1st Owner,Petrol,"₹16,26,099",Automatic,SMART DCT PETROL Automatic,Mumbai
245,2016,Maruti,Baleno,"58,063",2nd Owner,Petrol,"₹5,48,399",Manual,DELTA 1.2 K12 Manual,Mumbai
246,2016,Toyota,Fortuner,"1,71,099",1st Owner,Diesel,"₹17,47,199",Automatic,3.0 AT 4X2 Automatic,Mumbai
247,2014,Honda,Amaze,"54,831",1st Owner,Diesel,"₹3,69,499",Manual,1.5 SX MT I DTEC Manual,Mumbai
248,2016,Maruti,Baleno,"96,899",1st Owner,Diesel,"₹5,68,999",Manual,DELTA DDIS 190 Manual,Mumbai
249,2018,Maruti,Swift,"1,08,532",1st Owner,Petrol,"₹5,37,299",Manual,VXI Manual,Mumbai
250,2012,Maruti,Alto,"5,126",1st Owner,Petrol,"₹2,03,899",Manual,LXI Manual,Mumbai
251,2019,Maruti,Ertiga,"24,585",1st Owner,Diesel,"₹12,06,899",Manual,ZDI PLUS SHVS Manual,Mumbai
252,2019,Maruti,Baleno,"10,357",1st Owner,Petrol,"₹6,98,299",Manual,ZETA 1.2 K12 Manual,Mumbai
253,2016,Maruti,Celerio,"51,815",2nd Owner,Petrol,"₹3,91,399",Automatic,VXI AMT Automatic,Mumbai
254,2017,Maruti,Baleno,"18,994",1st Owner,Petrol,"₹6,09,299",Manual,DELTA 1.2 K12 Manual,Mumbai
255,2018,Ford,Ecosport,"17,005",2nd Owner,Petrol,"₹9,15,199",Manual,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) Manual,Mumbai
256,2017,Maruti,Vitara Brezza,"24,367",1st Owner,Diesel,"₹7,14,899",Manual,VDI Manual,Mumbai
257,2019,Maruti,Vitara Brezza,"67,109",1st Owner,Diesel,"₹7,75,099",Manual,VDI AMT Manual,Mumbai
258,2020,Maruti,Vitara Brezza,"18,943",1st Owner,Petrol,"₹9,17,499",Manual,ZXI + Manual,Mumbai
259,2017,Maruti,S Cross,"80,900",1st Owner,Diesel,"₹8,54,099",Manual,ZETA SHVS Manual,Mumbai
260,2017,Maruti,Baleno,"21,954",1st Owner,Petrol,"₹5,55,599",Manual,DELTA 1.2 K12 Manual,Mumbai
261,2020,KIA,SELTOS,"2,787",1st Owner,Petrol,"₹19,69,399",,GTX + AT PETROL,Mumbai
262,2017,Maruti,Swift,"14,505",1st Owner,Petrol,"₹5,43,299",Manual,ZXI Manual,Mumbai
263,2013,Maruti,Swift Dzire,"74,296",1st Owner,Diesel,"₹5,28,199",Manual,VDI BS IV Manual,Mumbai
264,2016,Hyundai,Grand i10,"46,758",1st Owner,Petrol,"₹4,63,799",Manual,ASTA 1.2 (O) VTVT Manual,Mumbai
265,2019,Hyundai,Grand i10,"7,469",1st Owner,Petrol,"₹5,40,199",Manual,MAGNA 1.2 KAPPA VTVT Manual,Mumbai
266,2020,Ford,Ecosport,"7,261",1st Owner,Diesel,"₹10,11,099",Manual,1.5TITANIUM TDCI Manual,Mumbai
267,2017,Hyundai,Grand i10,"32,683",1st Owner,Diesel,"₹4,89,199",Manual,magna 1.2 crdi Manual,Mumbai
268,2016,Hyundai,Grand i10,"6,353",1st Owner,Petrol,"₹4,51,699",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Mumbai
269,2016,Maruti,Celerio,"39,682",1st Owner,Petrol,"₹4,19,599",Manual,ZXI Manual,Mumbai
270,2015,Maruti,Alto K10,"64,611",1st Owner,Petrol,"₹3,13,999",Manual,VXI Manual,Mumbai
271,2017,Hyundai,Grand i10,"20,910",1st Owner,Petrol,"₹4,99,799",Manual,MAGNA 1.2 KAPPA VTVT Manual,Mumbai
272,2019,Maruti,Baleno,"10,458",1st Owner,Petrol,"₹6,95,599",Manual,ZETA 1.2 K12 Manual,Mumbai
273,2019,Renault,Kwid,"17,595",1st Owner,Petrol,"₹4,26,299",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Mumbai
274,2017,Maruti,Vitara Brezza,"98,197",1st Owner,Diesel,"₹7,54,699",Manual,VDI OPT Manual,Mumbai
275,2015,Hyundai,Grand i10,"63,175",3rd Owner,Petrol,"₹4,28,999",Manual,ASTA 1.2 KAPPA VTVT Manual,Mumbai
276,2017,Maruti,Alto 800,"54,305",1st Owner,Petrol,"₹3,00,099",Manual,LXI OPT Manual,Mumbai
277,2018,Maruti,Dzire,"38,211",1st Owner,Diesel,"₹7,37,899",Automatic,VDI AMT Automatic,Mumbai
278,2016,Hyundai,Grand i10,"36,247",2nd Owner,Petrol,"₹4,85,199",Manual,ASTA 1.2 (O) VTVT Manual,Mumbai
279,2018,Maruti,Vitara Brezza,"38,175",1st Owner,Diesel,"₹9,21,299",,ZDI+ DUAL TONE AMT,Mumbai
280,2018,Maruti,Celerio,"20,753",2nd Owner,Petrol,"₹4,63,399",Automatic,VXI AMT Automatic,Mumbai
281,2019,Hyundai,NEW SANTRO,"2,639",1st Owner,Petrol,"₹5,49,399",,SPORTZ 1.1,Mumbai
282,2017,Hyundai,Creta,"97,226",1st Owner,Diesel,"₹11,28,199",Automatic,1.6 CRDI SX PLUS AUTO Automatic,Mumbai
283,2018,Maruti,Dzire,"64,285",1st Owner,Diesel,"₹7,30,799",Manual,VDI Manual,Mumbai
284,2019,Ford,Ecosport,"22,773",1st Owner,Petrol,"₹9,57,199",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Mumbai
285,2019,Maruti,Vitara Brezza,"31,803",1st Owner,Diesel,"₹9,16,799",Manual,ZDI Manual,Mumbai
286,2014,Maruti,Alto 800,"46,886",2nd Owner,Petrol,"₹2,69,899",Manual,LXI Manual,Mumbai
287,2013,Maruti,Swift Dzire,"27,784",1st Owner,Petrol,"₹4,59,199",Manual,VXI 1.2 BS IV Manual,Mumbai
288,2017,Maruti,Alto 800,"33,925",1st Owner,Petrol,"₹3,03,199",Manual,VXI Manual,Mumbai
289,2017,Maruti,Celerio,"4,520",1st Owner,Petrol,"₹4,61,499",Manual,ZXI Manual,Mumbai
290,2018,Maruti,Celerio,"10,199",1st Owner,Petrol,"₹4,56,199",Manual,ZXI Manual,Mumbai
291,2015,Maruti,Alto 800,"32,560",2nd Owner,Petrol,"₹2,58,399",Manual,LXI Manual,Mumbai
292,2015,Maruti,Alto K10,"25,490",1st Owner,Petrol,"₹3,26,399",Manual,VXI Manual,Mumbai
293,2017,Hyundai,Grand i10,"27,268",1st Owner,Petrol,"₹5,46,599",Manual,SPORTZ (O) 1.2 AT VTVT Manual,Mumbai
294,2015,Maruti,Alto K10,"9,226",1st Owner,Petrol,"₹3,36,599",Manual,VXI AMT Manual,Mumbai
295,2018,Maruti,Alto K10,"19,746",1st Owner,Petrol,"₹3,81,199",Manual,VXI (O) AMT Manual,Mumbai
296,2018,Maruti,Alto K10,"14,908",3rd Owner,Petrol,"₹3,84,699",Manual,VXI (O) AMT Manual,Mumbai
297,2017,Maruti,Alto 800,"18,797",1st Owner,Petrol,"₹3,23,899",Manual,LXI Manual,Mumbai
298,2018,Maruti,Alto 800,"27,957",1st Owner,Petrol,"₹3,24,299",Manual,LXI Manual,Mumbai
299,2017,Maruti,Alto 800,"22,244",1st Owner,Petrol,"₹3,26,599",Manual,LXI Manual,Mumbai
300,2014,Maruti,Celerio,"64,208",1st Owner,Petrol,"₹3,84,899",Manual,VXI Manual,Mumbai
301,2014,Maruti,Wagon R 1.0,"73,032",1st Owner,Petrol,"₹3,20,099",Manual,VXI Manual,Mumbai
302,2019,Maruti,Dzire,"19,015",1st Owner,Petrol,"₹6,30,099",Manual,VXI Manual,Mumbai
303,2016,Maruti,Baleno,"26,581",1st Owner,Petrol,"₹5,91,099",Automatic,DELTA 1.2 K12 AT Automatic,Mumbai
304,2017,Honda,Jazz,"48,106",2nd Owner,Petrol,"₹6,06,299",Automatic,1.2 V AT Automatic,Mumbai
305,2012,Volkswagen,Polo,"67,595",2nd Owner,Diesel,"₹2,58,399",Manual,HIGHLINE1.2L DIESEL Manual,Mumbai
306,2011,Honda,City,"1,01,973",2nd Owner,Petrol,"₹3,06,899",Manual,S MT PETROL Manual,Mumbai
307,2015,Skoda,Octavia,"93,768",1st Owner,Petrol,"₹8,03,499",Automatic,ELEGANCE 1.8 TSI AT Automatic,Mumbai
308,2015,Maruti,Ciaz,"1,25,499",1st Owner,Diesel,"₹5,89,299",Manual,ZDI+ SHVS Manual,Mumbai
309,2017,Maruti,Swift,"28,108",1st Owner,Petrol,"₹4,16,699",Manual,VXI LIMITED EDITION Manual,Mumbai
310,2014,Maruti,Celerio,"15,647",1st Owner,Petrol,"₹3,70,399",Automatic,VXI AMT Automatic,Mumbai
311,2019,Hyundai,Verna,"11,728",1st Owner,Petrol,"₹8,93,199",Manual,1.6 SX VTVT Manual,Mumbai
312,2014,Honda,Mobilio,"24,169",1st Owner,Diesel,"₹5,00,099",Manual,1.5 S I DTEC Manual,Mumbai
313,2015,Maruti,Alto K10,"12,341",2nd Owner,Petrol,"₹3,11,499",Manual,VXI Manual,Mumbai
314,2016,Hyundai,Verna,"6,319",3rd Owner,Petrol,"₹5,20,599",Manual,FLUIDIC 1.6 VTVT S Manual,Mumbai
315,2016,Volkswagen,Ameo,"52,783",1st Owner,Petrol,"₹4,56,499",Manual,HIGHLINE 1.2 Manual,Mumbai
316,2017,Hyundai,Xcent,"45,922",1st Owner,Petrol,"₹4,62,099",Manual,E PLUS Manual,Mumbai
317,2016,Hyundai,i20 Active,"20,933",1st Owner,Petrol,"₹5,70,599",Manual,1.2 S Manual,Mumbai
318,2015,Hyundai,Elite i20,"1,04,937",1st Owner,Diesel,"₹4,71,499",Manual,MAGNA 1.4 CRDI Manual,Mumbai
319,2009,Maruti,A Star,"94,540",1st Owner,Petrol,"₹1,86,799",Manual,VXI Manual,Mumbai
320,2017,Hyundai,Xcent,"31,123",1st Owner,Petrol,"₹4,48,199",Manual,S 1.2 Manual,Mumbai
321,2016,Maruti,Vitara Brezza,"96,919",2nd Owner,Diesel,"₹6,72,399",Manual,ZDI PLUS DUAL TONE Manual,Mumbai
322,2016,Volkswagen,Ameo,"39,132",2nd Owner,Petrol,"₹4,74,499",Manual,HIGHLINE 1.2 Manual,Mumbai
323,2016,Volkswagen,Ameo,"32,750",2nd Owner,Petrol,"₹4,73,299",Manual,HIGHLINE 1.2 Manual,Mumbai
324,2015,Honda,City,"38,714",2nd Owner,Petrol,"₹5,52,299",Automatic,SV CVT PETROL Automatic,Mumbai
325,2016,Maruti,Ertiga,"1,30,674",1st Owner,Diesel,"₹6,48,899",Manual,VDI SHVS Manual,Mumbai
326,2020,KIA,SELTOS,"22,656",1st Owner,Petrol,"₹11,95,699",Manual,HTK 1.5 PETROL Manual,Mumbai
327,2014,Hyundai,Elite i20,"80,954",1st Owner,Petrol,"₹5,16,499",Manual,ASTA 1.2 Manual,Mumbai
328,2019,Hyundai,GRAND I10 NIOS,"13,922",1st Owner,Petrol,"₹6,50,999",Automatic,SPORTZ 1.2 AT Automatic,Mumbai
329,2019,Hyundai,GRAND I10 NIOS,"2,047",1st Owner,Petrol,"₹7,09,599",Automatic,SPORTZ 1.2 AT Automatic,Mumbai
330,2015,Maruti,Ertiga,"49,628",1st Owner,Diesel,"₹6,45,499",Manual,ZDI Manual,Mumbai
331,2013,Honda,Amaze,"15,271",1st Owner,Petrol,"₹4,14,599",Manual,1.2 EXMT I VTEC Manual,Mumbai
332,2017,Tata,Hexa,"99,380",1st Owner,Diesel,"₹8,98,299",Manual,Varicor 400 XT Manual,Mumbai
333,2014,Hyundai,Verna,"36,279",1st Owner,Petrol,"₹5,28,899",Manual,FLUIDIC 1.6 SX VTVT Manual,Mumbai
334,2016,Maruti,Ertiga,"78,094",1st Owner,Diesel,"₹7,63,199",Manual,VDI SHVS Manual,Mumbai
335,2016,Hyundai,Creta,"14,897",1st Owner,Petrol,"₹9,89,499",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Mumbai
336,2016,Hyundai,Elite i20,"22,594",1st Owner,Petrol,"₹5,10,299",Manual,MAGNA 1.2 Manual,Mumbai
337,2017,Tata,Tiago,"16,358",1st Owner,Petrol,"₹3,97,099",Manual,XZ 1.2 REVOTRON Manual,Mumbai
338,2017,Maruti,Dzire,"1,16,512",1st Owner,Petrol,"₹5,75,499",Automatic,ZXI AMT Automatic,Mumbai
339,2017,Datsun,Redi Go,"17,774",1st Owner,Petrol,"₹2,56,799",Manual,T (O) Manual,Mumbai
340,2017,Hyundai,Elite i20,"40,991",1st Owner,Petrol,"₹5,25,999",Manual,Magna Executive 1.2 Manual,Mumbai
341,2016,Ford,Ecosport,"23,304",1st Owner,Petrol,"₹6,21,299",Manual,1.5 TREND TI VCT Manual,Mumbai
342,2014,Hyundai,Eon,"63,171",1st Owner,Petrol,"₹2,40,399",Manual,SPORTZ Manual,Mumbai
343,2020,Maruti,New Wagon-R,"9,595",1st Owner,Petrol + CNG,"₹5,89,399",Manual,LXI CNG 1.0 L Manual,Mumbai
344,2011,Honda,Jazz,"1,21,543",1st Owner,Petrol,"₹2,52,399",Manual,1.2 SELECT I VTEC Manual,Mumbai
345,2016,Hyundai,Elite i20,"28,761",1st Owner,Petrol,"₹5,07,999",Manual,MAGNA 1.2 Manual,Mumbai
346,2017,Maruti,Vitara Brezza,"74,197",1st Owner,Diesel,"₹6,52,299",Manual,ZDI Manual,Mumbai
347,2016,Ford,Ecosport,"86,474",1st Owner,Diesel,"₹5,94,399",Manual,1.5TITANIUM TDCI Manual,Mumbai
348,2016,Ford,Ecosport,"51,849",1st Owner,Diesel,"₹6,12,399",Manual,1.5TITANIUM TDCI Manual,Mumbai
349,2017,Tata,Tiago,"26,102",1st Owner,Petrol,"₹4,63,199",Manual,XZ 1.2 REVOTRON Manual,Mumbai
350,2018,Maruti,Ciaz,"50,685",1st Owner,Diesel,"₹7,72,199",Manual,ALPHA 1.3 DDIS SHVS Manual,Mumbai
351,2014,Ford,Ecosport,"44,165",1st Owner,Petrol,"₹4,66,999",Manual,1.0 ECOBOOST TITANIUM OPT Manual,Mumbai
352,2013,Hyundai,Eon,"13,809",1st Owner,Petrol,"₹2,19,699",Manual,MAGNA PLUS Manual,Mumbai
353,2015,Toyota,Innova,"89,358",3rd Owner,Diesel,"₹9,05,099",Manual,2.5 VX 7 STR BS IV Manual,Mumbai
354,2018,Tata,Tiago,"25,032",1st Owner,Petrol,"₹4,51,199",Manual,XZ 1.2 REVOTRON Manual,Mumbai
355,2012,Maruti,Swift,"78,889",1st Owner,Petrol,"₹3,78,499",Manual,ZXI Manual,Mumbai
356,2013,Maruti,Ritz,"21,445",2nd Owner,Petrol,"₹3,23,899",Manual,VXI BS IV Manual,Mumbai
357,2018,Maruti,S Cross,"19,001",1st Owner,Diesel,"₹8,14,699",Manual,ZETA 1.3 SHVS Manual,Mumbai
358,2016,Maruti,Swift,"39,608",1st Owner,Petrol,"₹4,11,099",Manual,VXI Manual,Mumbai
359,2016,Maruti,Swift Dzire,"85,566",1st Owner,Petrol,"₹5,30,899",Manual,VXI 1.2 BS IV Manual,Mumbai
360,2016,Maruti,Celerio,"84,347",1st Owner,Diesel,"₹3,82,899",Manual,VDI Manual,Mumbai
361,2018,Hyundai,Creta,"15,061",1st Owner,Petrol,"₹10,19,299",Manual,1.6 SX VTVT Manual,Mumbai
362,2015,Maruti,Swift,"62,081",1st Owner,Petrol,"₹4,41,199",Manual,VXI Manual,Mumbai
363,2018,Ford,Ecosport,"8,925",1st Owner,Petrol,"₹7,39,699",Manual,1.5 TITANIUM TI VCT Manual,Mumbai
364,2018,Maruti,IGNIS,"12,811",2nd Owner,Petrol,"₹4,41,499",Manual,DELTA 1.2 K12 Manual,Mumbai
365,2015,Maruti,Wagon R 1.0,"57,492",1st Owner,Petrol,"₹3,28,999",Manual,LXI Manual,Mumbai
366,2015,Maruti,Alto 800,"61,386",3rd Owner,Petrol + CNG,"₹2,36,499",Manual,LXI CNG Manual,Mumbai
367,2018,Maruti,S Cross,"28,912",1st Owner,Diesel,"₹9,28,799",Manual,ALPHA SHVS Manual,Mumbai
368,2018,Ford,Ecosport,"14,838",1st Owner,Petrol,"₹7,01,499",Manual,1.5 TITANIUM TI VCT Manual,Mumbai
369,2018,Tata,Hexa,"39,905",1st Owner,Diesel,"₹13,55,199",Automatic,Varicor 400 XTA Automatic,Mumbai
370,2017,Hyundai,Creta,"31,602",1st Owner,Petrol,"₹10,61,399",Automatic,1.6 SX PLUS AUTO PETROL Automatic,Mumbai
371,2015,Maruti,Swift,"44,747",1st Owner,Petrol,"₹4,27,899",Manual,VXI Manual,Mumbai
372,2019,Maruti,Celerio,"6,559",1st Owner,Petrol,"₹5,11,199",Manual,ZXI Manual,Mumbai
373,2018,Hyundai,Eon,"5,701",1st Owner,Petrol,"₹3,63,999",Manual,SPORTZ Manual,Mumbai
374,2014,Honda,Amaze,"57,348",1st Owner,Diesel,"₹3,96,899",Manual,1.5 EMT I DTEC Manual,Mumbai
375,2014,Maruti,Swift,"89,794",1st Owner,Diesel,"₹4,65,699",Manual,VDI Manual,Mumbai
376,2017,Maruti,Ertiga,"62,533",1st Owner,Diesel,"₹8,22,399",Manual,ZDI PLUS SHVS Manual,Mumbai
377,2015,Maruti,Swift Dzire,"1,11,167",2nd Owner,Diesel,"₹5,00,099",Manual,VDI ABS Manual,Mumbai
378,2016,Hyundai,Grand i10,"33,565",2nd Owner,Petrol,"₹4,14,099",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Mumbai
379,2018,Honda,WR-V,"37,639",1st Owner,Diesel,"₹7,56,599",Manual,1.5 i-DTEC VX MT Manual,Mumbai
380,2017,Maruti,Wagon R 1.0,"33,826",1st Owner,Petrol,"₹4,05,399",Manual,VXI Manual,Mumbai
381,2013,Maruti,Swift Dzire,"39,859",1st Owner,Petrol,"₹4,16,299",Manual,ZXI 1.2 BS IV Manual,Mumbai
382,2016,Honda,Brio,"15,805",1st Owner,Petrol,"₹4,00,799",Manual,1.2 S MT I VTEC Manual,Mumbai
383,2015,Maruti,Celerio,"22,159",1st Owner,Petrol,"₹3,62,299",Manual,VXI Manual,Mumbai
384,2018,Maruti,IGNIS,"11,321",1st Owner,Petrol,"₹5,69,499",Automatic,ZETA 1.2 K12 AMT Automatic,Mumbai
385,2018,Maruti,Swift,"23,649",1st Owner,Petrol,"₹6,18,799",Automatic,ZXI AMT Automatic,Mumbai
386,2019,Maruti,Vitara Brezza,"42,680",1st Owner,Diesel,"₹8,04,599",Manual,VDI Manual,Mumbai
387,2017,Tata,Nano,"41,959",1st Owner,Petrol,"₹2,25,799",Automatic,TWIST XTA Automatic,Mumbai
388,2018,Maruti,Vitara Brezza,"35,579",1st Owner,Diesel,"₹9,43,499",Automatic,ZDI AMT Automatic,Mumbai
389,2017,Maruti,Celerio,"10,142",1st Owner,Petrol,"₹4,09,799",Manual,VXI Manual,Mumbai
390,2020,Maruti,S PRESSO,"8,651",1st Owner,Petrol,"₹4,32,499",Manual,VXI Manual,Mumbai
391,2017,Maruti,Alto 800,"15,575",1st Owner,Petrol,"₹3,13,799",Manual,LXI Manual,Mumbai
392,2010,Hyundai,i20,"87,846",2nd Owner,Petrol + CNG,"₹1,63,299",Manual,MAGNA O 1.2 Manual,Mumbai
393,2017,Maruti,Ertiga,"93,844",1st Owner,Diesel,"₹7,57,699",Manual,VDI SHVS Manual,Mumbai
394,2017,Maruti,Dzire,"37,024",1st Owner,Petrol,"₹5,62,099",Manual,ZXI Manual,Mumbai
395,2017,Maruti,Baleno,"60,665",2nd Owner,Petrol + CNG,"₹5,32,299",Manual,DELTA 1.2 K12 Manual,Mumbai
396,2017,Toyota,Innova Crysta,"85,295",1st Owner,Diesel,"₹14,99,499",Automatic,Touring Sport Diesel AT Automatic,New Delhi
397,2017,Maruti,Wagon R 1.0,"4,956",1st Owner,Petrol,"₹3,89,199",Manual,VXI Manual,New Delhi
398,2015,Maruti,Swift,"37,925",1st Owner,Diesel,"₹4,05,199",Manual,VDI ABS Manual,New Delhi
399,2020,KIA,SELTOS,"5,822",2nd Owner,Petrol,"₹11,36,999",Manual,HTK 1.5 PETROL Manual,New Delhi
400,2018,Maruti,Vitara Brezza,"28,144",1st Owner,Diesel,"₹9,13,699",Automatic,ZDI + AMT Automatic,New Delhi
401,2017,Ford,New Figo,"41,678",2nd Owner,Diesel,"₹4,82,799",Manual,1.5 TITANIUM Manual,New Delhi
402,2020,Maruti,New Wagon-R,"6,879",1st Owner,Petrol,"₹4,90,799",Manual,LXI 1.0 L Manual,New Delhi
403,2019,Honda,Civic,"15,416",1st Owner,Petrol,"₹15,20,999",Automatic,VX CVT i-VTEC Automatic,New Delhi
404,2016,Maruti,Vitara Brezza,"70,555",2nd Owner,Diesel,"₹6,35,399",Manual,ZDI Manual,New Delhi
405,2019,Hyundai,GRAND I10 NIOS,"3,747",1st Owner,Petrol,"₹6,22,699",,Asta Petrol,New Delhi
406,2014,Toyota,Innova,"86,859",1st Owner,Diesel,"₹7,08,499",Manual,2.5 GX 7 STR BS IV Manual,New Delhi
407,2016,Hyundai,Creta,"95,195",1st Owner,Diesel,"₹8,62,499",Manual,1.6 SX PLUS DIESEL Manual,New Delhi
408,2018,Datsun,Redi Go,"21,607",1st Owner,Petrol,"₹3,40,399",,1.0 S AT,New Delhi
409,2018,Ford,Ecosport,"21,169",1st Owner,Diesel,"₹8,67,799",Manual,1.5TITANIUM TDCI Manual,New Delhi
410,2013,Maruti,Swift Dzire,"49,944",2nd Owner,Diesel,"₹3,54,299",Manual,LDI BS IV Manual,New Delhi
411,2017,Tata,Tiago,"80,573",1st Owner,Petrol,"₹4,59,599",Manual,XT 1.2 REVOTRON Manual,New Delhi
412,2014,Ford,Ecosport,"62,254",1st Owner,Diesel,"₹5,40,099",Manual,1.5TITANIUM TDCI Manual,New Delhi
413,2017,Maruti,Vitara Brezza,"34,749",1st Owner,Diesel,"₹8,34,399",Manual,VDI OPT Manual,New Delhi
414,2017,Maruti,Vitara Brezza,"83,741",1st Owner,Diesel,"₹7,03,399",Manual,VDI OPT Manual,New Delhi
415,2018,Maruti,Vitara Brezza,"71,192",1st Owner,Diesel,"₹7,20,399",Manual,VDI OPT Manual,New Delhi
416,2018,Maruti,Vitara Brezza,"54,687",1st Owner,Diesel,"₹7,54,299",Manual,ZDI Manual,New Delhi
417,2015,Maruti,Swift Dzire,"61,732",1st Owner,Petrol,"₹4,76,699",Manual,VXI 1.2 BS IV Manual,New Delhi
418,2015,Maruti,Swift,"53,260",1st Owner,Diesel,"₹5,98,999",Manual,VDI ABS Manual,New Delhi
419,2015,Maruti,Swift,"76,264",1st Owner,Diesel,"₹4,55,299",Manual,VDI ABS Manual,New Delhi
420,2012,Maruti,Swift Dzire,"54,918",1st Owner,Diesel,"₹4,55,499",Manual,VDI BS IV Manual,New Delhi
421,2015,Maruti,Swift,"1,04,005",1st Owner,Diesel,"₹4,04,899",Manual,VDI ABS Manual,New Delhi
422,2014,Maruti,Swift,"41,996",1st Owner,Diesel,"₹4,12,299",Manual,VDI Manual,New Delhi
423,2017,Maruti,Alto 800,"63,567",1st Owner,Petrol,"₹3,49,399",Manual,LXI Manual,New Delhi
424,2014,Maruti,Swift,"1,02,773",1st Owner,Diesel,"₹4,30,299",Manual,VDI Manual,New Delhi
425,2019,Maruti,Alto K10,"8,574",1st Owner,Petrol,"₹4,14,799",Manual,VXI Manual,New Delhi
426,2017,Ford,Ecosport,"40,139",1st Owner,Petrol,"₹6,69,799",Automatic,1.5 TITANIUM TI VCT AT Automatic,New Delhi
